,episode_reward,steps_taken,Success,average_running_reward
0,-147.72498767433288,120,False,
1,-154.3341148639199,139,False,
2,-357.08009589604234,98,False,
3,-183.62715818659854,78,False,
4,-278.8113688276808,182,False,
5,-98.95574665222924,212,False,
6,-228.63919532959568,145,False,
7,-82.03868218177116,202,False,
8,-205.60961410606762,584,False,
9,-233.80983313382353,426,False,
10,-93.07984489113676,195,False,
11,163.78432857720293,780,False,
12,-100.37193794366314,327,False,
13,-140.06528842445948,229,False,
14,-270.6562780691613,329,False,
15,-111.88734844154106,246,False,
16,-28.79909344278252,382,False,
17,168.7760177049608,524,False,
18,-230.4188784626201,553,False,
19,-282.7916341548257,903,False,
20,-44.59458356585045,1000,False,
21,-62.636764046985036,1000,False,
22,-65.88494260342885,1000,False,
23,-52.49908905873008,1000,False,
24,5.197159925679847,1000,False,
25,-79.28307382551256,90,False,
26,-92.23326534345046,1000,False,
27,-43.543101154365836,1000,False,
28,-67.65701066351116,1000,False,
29,-53.20898391728628,1000,False,
30,-198.12056267600227,188,False,
31,-41.31312461649085,1000,False,
32,-68.2463647106412,1000,False,
33,-28.932984863953493,1000,False,
34,-15.214182554571973,1000,False,
35,-53.28648784791955,1000,False,
36,-51.80857406156718,1000,False,
37,-55.66505402521477,1000,False,
38,-41.144638844554144,1000,False,
39,-15.130697633316203,1000,False,
40,-41.463030070875924,1000,False,
41,-41.98888550419472,1000,False,
42,-41.35188076670983,1000,False,
43,-59.086853266277274,495,False,
44,13.268836292093534,1000,False,
45,7.5468315793758896,1000,False,
46,-102.60770611053135,389,False,
47,-47.57055154903745,1000,False,
48,-35.63334621444508,1000,False,
49,-55.40921845815733,1000,False,
50,-128.94245845177954,1000,False,
51,-15.313625257693744,1000,False,
52,-39.599133108583786,1000,False,
53,-128.29964525668726,1000,False,
54,-13.36163360423058,1000,False,
55,201.10558991377422,479,True,
56,87.65011877560936,1000,False,
57,-11.649398366122336,1000,False,
58,31.637795031896463,1000,False,
59,33.108260439124436,1000,False,
60,148.97990407683187,782,False,
61,-25.69807560119623,1000,False,
62,24.312203409409445,1000,False,
63,-47.431536428949585,1000,False,
64,130.90794251766107,849,False,
65,-6.306448911723976,107,False,
66,-150.20397910925195,256,False,
67,-232.1562625836989,160,False,
68,133.62614730641488,638,False,
69,0.7625495715828392,1000,False,
70,-20.30603809921658,130,False,
71,168.39893726200557,599,False,
72,162.77705269464994,876,False,
73,223.39669583519483,879,True,
74,156.95439322848034,766,False,
75,-118.78473594567541,476,False,
76,119.25140332948489,780,False,
77,236.40780252820792,858,True,
78,170.77411571630586,999,False,
79,125.98231625722784,658,False,
80,221.1428912475029,636,True,
81,209.7183287246594,673,True,
82,219.02019392199603,510,True,
83,195.0674618516538,553,False,
84,275.8594422486376,310,True,
85,226.06913451957422,824,True,
86,215.08698683524514,424,True,
87,234.135221015159,526,True,
88,222.29916179488205,433,True,
89,211.45819006751998,565,True,
90,250.4729902669903,337,True,
91,220.38899815520318,527,True,
92,266.11549376008884,249,True,
93,256.2047976338754,642,True,
94,233.97432198992252,645,True,
95,265.6546211141033,301,True,
96,238.03577291196544,657,True,
97,264.8484882148324,284,True,
98,276.6047770079691,417,True,
99,20.36589364013288,140,False,13.148605395344452
100,267.1412413081403,383,True,17.297267685169185
101,253.95450700817213,236,True,21.380153903890104
102,252.69400036506275,508,True,27.477894866501156
103,271.16360837874,552,True,32.025802532154536
104,177.77083362908303,562,False,36.591624556722174
105,203.66838272870103,208,True,39.61786585053148
106,156.95708574294704,627,False,43.47382866125691
107,217.38760007104128,441,True,46.46809148378504
108,246.62197406694222,293,True,50.99040736551514
109,255.24175262506398,607,True,55.88092322310401
110,125.30218503065397,1000,False,58.06474352232191
111,183.21183929003524,510,False,58.25901862945024
112,262.577306306461,241,True,61.88851107195148
113,261.49228515803316,251,True,65.90408680777641
114,241.14241783689772,309,True,71.022073766837
115,263.26894968155085,281,True,74.77363674806791
116,269.5665496309623,509,True,77.75729317880536
117,252.00000353953905,469,True,78.58953303715116
118,258.38602242141314,387,True,83.47758204599148
119,253.27013667081442,327,True,88.8381997542479
120,227.48587871572292,405,True,91.55900437706363
121,202.25300145899715,639,True,94.20790203212341
122,225.12149236443184,389,True,97.11796638180205
123,269.47242273789027,270,True,100.33768149976824
124,249.83195521818496,301,True,102.7840294526933
125,125.53763420078133,710,False,104.83223653295623
126,219.6193107289969,346,True,107.95076229368071
127,163.88201283069293,601,False,110.02501343353131
128,263.5925755535702,284,True,113.3375092957021
129,225.1071508684317,279,True,116.12067064355928
130,213.9237654005472,419,True,120.2411139243248
131,259.8891090129604,330,True,123.2531362606193
132,225.25471420099223,637,True,126.18814704973563
133,254.47303525296127,270,True,129.02220725090478
134,234.6375327946419,431,True,131.5207244043969
135,256.4892217522544,291,True,134.61848150039867
136,275.13100327458636,185,True,137.8878772737602
137,221.95868511747364,361,True,140.66411466518707
138,214.75392068195765,449,True,143.22310026045218
139,182.57440497181483,947,False,145.2001512865035
140,244.64371305808157,225,True,148.06121871779308
141,224.44759259765664,501,True,150.7255834988116
142,250.96507328018663,298,True,153.64875303928054
143,230.9119583583403,501,True,156.54874115552676
144,239.76350999295772,308,True,158.81368789253537
145,264.3659506745414,243,True,161.38187908348704
146,238.82857083112515,302,True,164.7962418529036
147,177.53896876829967,554,False,167.04733705607697
148,207.43219902754578,267,True,169.4779925084969
149,272.6590033619742,300,True,172.7586747266982
150,266.0268730955083,368,True,176.70836804217106
151,256.83644350244094,340,True,179.42986872977238
152,178.371213476735,429,False,181.60957219562562
153,244.78511241282388,350,True,185.3404197723207
154,298.4094925788811,286,True,188.45813103415182
155,274.1002802061666,231,True,189.18807793707575
156,242.34386604051716,313,True,190.73501540972484
157,230.1154935965873,345,True,193.15266432935195
158,227.66368225767735,363,True,195.11292320160973
159,157.13531110255488,1000,False,196.35319370824402
160,232.5367535397544,307,True,197.18876220287325
161,251.66394023954507,246,True,199.96238236128067
162,231.9856554514495,453,True,202.0391168817011
163,228.40899840621643,333,True,204.79752223005275
164,248.72059274651,444,True,205.97564873234126
165,227.26346253998918,221,True,208.31134784685838
166,230.94970199605098,222,True,212.12288465791138
167,233.5236137716546,331,True,216.77968342146494
168,230.07928505163136,538,True,217.74421479891708
169,296.0662032589487,330,True,220.69725133579075
170,288.8537454450711,298,True,223.78884917123364
171,218.05916333649816,277,True,224.28545143197854
172,237.06735458248022,220,True,225.02835445085685
173,239.51175554854618,232,True,225.1895050479904
174,291.58338697076124,204,True,226.53579498541316
175,233.7153569570062,431,True,230.06079591443998
176,260.818005965109,278,True,231.47646194079624
177,257.1878330108523,224,True,231.6842622456227
178,246.57089128736084,184,True,232.44223000133323
179,253.83339280060665,577,True,233.72074076676702
180,268.5467793936127,320,True,234.1947796482281
181,224.1590066958747,266,True,234.3391864279403
182,215.48589125830813,305,True,234.30384340130342
183,256.2059733683739,387,True,234.9152285164706
184,279.8011926136485,253,True,234.95464602012072
185,264.3920825609929,197,True,235.33787550053486
186,280.58549420021586,428,True,235.9928605741846
187,-1.464328508690656,206,False,233.6368650789461
188,283.8810897897892,274,True,234.25268435889518
189,256.3885793839893,277,True,234.7019882520599
190,54.022251243262644,102,False,232.73748086182258
191,255.29273027898887,353,True,233.08651818306043
192,256.41781728155433,334,True,232.9895414182751
193,283.12444795797313,211,True,233.2587379215161
194,247.9729856786837,431,True,233.3987245584037
195,221.3922052934029,240,True,232.9561004001967
196,229.8611215247063,235,True,232.8743538863241
197,227.58435462448,525,True,232.50171255042056
198,270.985429097119,382,True,232.44551907131208
199,243.10058492871286,309,True,234.67286598419784
200,237.57419188631198,287,True,234.3771954899796
201,253.14635383722788,303,True,234.36911395827013
202,273.73896656211696,301,True,234.5795636202407
203,250.91688280361348,301,True,234.3770963644894
204,241.57902377585873,323,True,235.0151782659572
205,278.5234075424061,267,True,235.76372851409423
206,242.9935145695124,253,True,236.62409280235988
207,-29.761261630853753,79,False,234.15260418534092
208,238.8977093882032,295,True,234.07536153855352
209,236.98462375138834,292,True,233.89279024981678
210,270.40434064136264,307,True,235.34381180592388
211,300.72266002828786,279,True,236.51892001330637
212,275.46155106553687,240,True,236.64776246089718
213,274.80848612096815,336,True,236.78092447052651
214,240.70648531270717,323,True,236.77656514528462
215,44.26073089813872,146,False,234.5864829574505
216,228.83221990447336,345,True,234.17913966018557
217,285.3091570032516,289,True,234.5122311948227
218,263.7472994992272,231,True,234.56584396560086
219,247.9002004920879,455,True,234.51214460381357
220,277.10616380170677,223,True,235.0083474546734
221,234.26211660329307,224,True,235.3284386061164
222,269.5884847457881,301,True,235.77310852992997
223,295.2868488459409,319,True,236.03125279101044
224,256.6044744782056,338,True,236.09897798361064
225,262.1683365909599,424,True,237.46528500751248
226,200.4769643648409,344,True,237.27386154387088
227,247.96164718161555,229,True,238.11465788738013
228,257.32712042281105,226,True,238.05200333607252
229,246.0370585131405,298,True,238.26130241251957
230,221.5914174423397,219,True,238.33797893293755
231,265.61735289247486,306,True,238.39526137173266
232,250.23234567444845,310,True,238.64503768646722
233,240.7159961490624,281,True,238.50746729542826
234,299.9978077239217,328,True,239.16107004472104
235,238.52459857403406,272,True,238.98142381293886
236,235.0337388294241,251,True,238.58045116848723
237,246.7179091074965,225,True,238.82804340838746
238,224.43323192130296,293,True,238.92483652078087
239,294.89140681217464,271,True,240.04800653918454
