,episode_reward,steps_taken,Success,average_running_reward
240,177.99839375741772,284,False,239.3815533461779
241,215.50429881630495,477,True,239.29212040836435
242,246.34888432138274,305,True,239.24595851877632
243,247.01536012416437,213,True,239.40699253643456
244,228.57926359405653,411,True,239.29515007244555
245,258.58429492112094,276,True,239.23733351491134
246,198.1160307967124,420,False,238.8302081145672
247,265.22651159694294,248,True,239.7070835428536
248,124.57703845242057,1000,False,238.87853193710237
249,219.42603101145752,325,True,238.3462022135972
250,245.54429875565953,356,True,238.14137647019874
251,232.69540489909693,809,True,237.89996608416533
252,230.0388379061095,380,True,238.41664232845903
253,226.16599208532838,307,True,238.2304511251841
254,293.0254271106703,287,True,238.17661047050197
255,247.01479289371693,198,True,237.9057555973775
256,265.1325626398394,228,True,238.1336425633707
257,287.27628495292146,361,True,238.70525047693405
258,219.49547110623215,269,True,238.6235683654196
259,259.6479726071812,266,True,239.64869498046585
260,241.4871010393769,206,True,239.73819845546208
261,237.26500279498006,446,True,239.5942090810164
262,284.83072351692954,409,True,240.12265976167123
263,231.76404751902712,271,True,240.15621025279935
264,260.6262926040026,249,True,240.27526725137423
265,296.97547854181704,779,True,240.97238741139256
266,254.3174760461512,306,True,241.20606515189357
267,248.6505992654433,242,True,241.35733500683142
268,251.5802853966033,265,True,241.57234501028114
269,285.54691720070616,186,True,241.4671521496987
270,299.0452431695108,258,True,241.5690671269431
271,268.2639351048899,171,True,242.07111484462703
272,124.08787376039234,1000,False,240.94132003640615
273,254.37419585195548,574,True,241.08994443944027
274,314.6631631584137,233,True,241.3207422013168
275,274.6859824468085,373,True,241.7304484562148
276,293.1147089918222,306,True,242.05341548648192
277,250.7938237665065,214,True,241.98947539403846
278,279.05464167296554,214,True,242.31431289789452
279,190.31784357380792,422,False,241.67915740562654
280,184.90997045152065,413,False,240.84278931620563
281,246.37931878315268,177,True,241.06499243707836
282,234.50896574042866,303,True,241.2552231818996
283,235.19189073323636,296,True,241.04508235554823
284,253.66003243567317,255,True,240.7836707537685
285,297.6426511971445,174,True,241.11617644013
286,281.0141365722203,326,True,241.12046286385004
287,256.65556883300303,494,True,243.70166183726698
288,241.73910677452523,259,True,243.2802420071143
289,247.82467448544455,339,True,243.19460295812885
290,243.93875433789526,255,True,245.09376798907522
291,259.21893101463183,293,True,245.13302999643165
292,254.33251069112777,229,True,245.11217693052734
293,297.85346588879935,580,True,245.25946710983564
294,241.35951608248797,290,True,245.1933324138737
295,262.61672780007177,426,True,245.6055776389404
296,232.7836820984761,315,True,245.63480324467804
297,269.7976284101309,288,True,246.05693598253455
298,230.97449303299,347,True,245.65682662189326
299,266.0080302758963,300,True,245.8859010753651
300,236.09131450984668,250,True,245.87107230160046
301,247.7449129100318,401,True,245.81705789232853
302,255.57403257016836,456,True,245.635408552409
303,192.32592229807688,388,False,245.04949894735364
304,282.6998744562014,165,True,245.46070745415705
305,-18.465001110916674,256,False,242.49082336762385
306,33.21395901007173,88,False,240.39302781202943
307,269.9585640828566,372,True,243.39022606916657
308,245.28848632351333,229,True,243.45413383851965
309,273.3953606893997,268,True,243.81824120789977
310,278.8432581435477,230,True,243.90263038292164
311,284.1733887371896,299,True,243.73713767001064
312,283.43127893753683,311,True,243.81683494873062
313,292.0535317324674,173,True,243.98928540484562
314,269.8507441495566,874,True,244.28072799321413
315,289.6546793153535,303,True,246.73466747738624
316,297.4419857259638,194,True,247.4207651356012
317,272.5962438324219,207,True,247.29363600389286
318,219.22783229583004,288,True,246.84844133185888
319,262.53505613670586,712,True,246.9947898883051
320,297.7117823555508,215,True,247.20084607384354
321,238.4888783229122,219,True,247.2431136910397
322,275.64660788948873,256,True,247.30369492247672
323,221.66094024156004,323,True,246.56743583643294
324,296.50809589108314,331,True,246.96647205056172
325,272.8531082112522,281,True,247.07331976676457
326,279.11109603340486,195,True,247.85966108345022
327,251.4994816073389,199,True,247.8950394277075
328,269.11979206877726,255,True,248.01296614416714
329,225.93439518657559,214,True,247.8119395109015
330,282.25709701440275,367,True,248.41859630662213
331,214.28515409182214,360,True,247.9052743186156
332,256.35787638112595,329,True,247.96652962568237
333,296.0603939979054,271,True,248.51997360417081
334,243.0142614038314,392,True,247.95013814096987
335,283.81406315326024,317,True,248.40303278676217
336,196.16814731868516,229,False,248.01437687165475
337,277.3974436118226,314,True,248.32117221669805
338,257.10845724032015,440,True,248.6479244698882
339,289.84429782966595,277,True,248.5974533800631
340,270.33220920538713,273,True,249.5207915345428
341,279.97466967275307,172,True,250.1654952431073
342,250.17638071486004,343,True,250.20377020704208
343,240.22291370417994,451,True,250.1358457428422
344,293.61208287908573,258,True,250.7861739356925
345,248.4580510183165,220,True,250.68491149666445
346,207.42362163970614,393,True,250.7779874050944
347,227.50274397835864,381,True,250.40074972890855
348,244.34134754064854,370,True,251.59839281979083
349,263.51615111149397,183,True,252.0392940207912
350,288.690441207592,203,True,252.47075544531054
351,287.4262072466894,302,True,253.01806346878647
352,279.29758103799924,249,True,253.51065090010536
353,267.97299458284317,194,True,253.9287209250805
354,236.67141377712625,630,True,253.36518079174508
355,231.75027957830827,234,True,253.21253565859098
356,292.513175492144,197,True,253.486341787114
357,248.19868904878214,215,True,253.0955658280726
358,241.07097670679408,287,True,253.31132088407827
359,253.91260548787332,261,True,253.2539672128852
360,282.94752390926726,458,True,253.6685714415841
361,287.3249877695233,184,True,254.16917129132952
362,272.0649091306685,203,True,254.04151314746687
363,248.76505780938993,362,True,254.21152325037053
364,277.1890218644371,193,True,254.37715054297487
365,275.6345481563426,184,True,254.1637412391201
366,268.2402135010678,198,True,254.3029686136693
367,237.29481171760108,453,True,254.18941073819084
368,260.89467310161604,230,True,254.28255461524103
369,264.56411424716055,496,True,254.07272658570554
370,210.05902136888574,482,True,253.1828643676993
371,270.6988265831992,213,True,253.20721328248237
372,249.51471048645521,270,True,254.461481649743
373,270.9528072805582,210,True,254.62726776402903
374,276.9951920133067,261,True,254.25058805257794
375,253.73305466211434,253,True,254.04105877473103
376,275.7245925920089,281,True,253.86715761073287
377,294.3485161314394,231,True,254.30270453438226
378,224.9394999072171,350,True,253.7615531167247
379,234.2774612223151,243,True,254.20114929320982
380,276.96645376229685,266,True,255.12171412631756
381,284.32527669926264,244,True,255.5011737054787
382,260.17761033000005,245,True,255.75786015137436
383,238.34767751233224,246,True,255.7894180191653
384,300.705546521867,204,True,256.25987316002727
385,291.88640421036473,276,True,256.2023106901595
386,268.0898605630914,310,True,256.0730679300682
387,278.87631161315386,231,True,256.2952753578697
388,226.97764980031366,303,True,256.14766078812755
389,266.02001288971144,264,True,256.32961417217024
390,290.4851823342284,354,True,256.79507845213357
391,258.0083130526393,165,True,256.78297227251363
392,260.603987906869,192,True,256.8456870446711
393,240.32964013054627,210,True,256.2704487870885
394,-274.63335682754905,403,False,251.11052005798814
395,274.3580814028122,207,True,251.22793359401555
396,294.0667654457327,227,True,251.84076442748812
397,288.9273512100531,194,True,252.03206165548738
398,240.10071407700855,285,True,252.12332386592755
399,196.84863484330725,251,False,251.43172991160168
400,289.2882839103996,238,True,251.9636996056072
401,234.7116959184824,172,True,251.83336743569168
402,297.6339475350138,257,True,252.25396658534018
403,225.22517436754714,297,True,252.58295910603488
404,272.5976209201542,695,True,252.4819365706744
405,279.66475611878303,200,True,255.46323414297137
406,263.8589638860715,251,True,257.7696841917314
407,261.79441513077614,279,True,257.68804270221057
408,237.717150177854,198,True,257.61232934075394
409,198.90319252806555,366,False,256.8674076591406
410,231.69112250726607,235,True,256.3958863027778
411,263.47208706985856,186,True,256.1888732861045
412,248.09527100524343,290,True,255.83551320678157
413,223.33926426101513,250,True,255.14837053206705
414,237.14162550585596,309,True,254.82127934563002
415,25.586830993674766,233,False,252.18060086241326
416,264.8374614892504,203,True,251.8545556200461
417,256.13019822383717,333,True,251.68989516396027
418,283.5047606397917,352,True,252.3326644473999
419,219.45318393668333,952,True,251.90184572539965
420,292.5044458246731,279,True,251.8497723600909
421,249.96348135072333,238,True,251.96451839036902
422,249.01858322618162,216,True,251.69823814373592
423,312.5533213051854,510,True,252.60716195437217
424,260.1361701380331,257,True,252.2434426968417
425,254.08783209049184,158,True,252.0557899356341
426,233.1042831716708,292,True,251.59572180701673
427,217.3500976178446,239,True,251.25422796712178
428,248.59478117350517,311,True,251.04897785816905
429,262.78884286566296,199,True,251.41752233495993
430,260.36128001581244,298,True,251.19856416497404
431,272.84040033220737,218,True,251.78411662737793
432,259.2921919527388,278,True,251.81345978309403
433,289.44632899947607,211,True,251.74731913310973
434,257.30308897924044,217,True,251.89020740886383
435,239.77328741594923,230,True,251.4497996514907
436,279.1470319932489,236,True,252.27958849823636
437,298.1832387843654,233,True,252.4874464499618
438,207.0699788120835,369,True,251.98706166567942
439,226.45389600337984,691,True,251.35315764741657
440,251.3939801445501,322,True,251.16377535680817
441,230.81390378151292,556,True,250.6721676978958
442,249.52981633114837,291,True,250.66570205405867
443,279.5041646730375,189,True,251.05851456374722
444,282.65814402672896,216,True,250.94897517522367
445,287.52414237677203,215,True,251.33963608880822
446,277.5524844250075,253,True,252.04092471666124
447,260.50466833059863,329,True,252.37094396018364
448,277.18847285341093,259,True,252.69941521331126
449,264.88657081976385,236,True,252.713119410394
450,241.88988225232134,183,True,252.24511382084125
451,201.01183670351895,655,True,251.38097011540955
452,244.12804005779796,172,True,251.02927470560752
453,243.98278449482396,189,True,250.78937260472733
454,276.1007677066187,260,True,251.18366614402225
455,282.7697205759064,173,True,251.69386055399823
456,246.2067691914139,322,True,251.23079649099097
457,259.9124637940934,186,True,251.34793423844405
458,290.5594642380545,169,True,251.84281911375666
459,286.5431034176314,286,True,252.16912409305422
460,280.0545293574702,243,True,252.14019414753628
461,267.99752773509726,324,True,251.946919547192
462,256.68196659523505,273,True,251.7930901218377
463,227.1371659583554,296,True,251.5768112033273
464,291.4402587914067,213,True,251.71932357259703
465,277.59899124061235,188,True,251.73896800343974
466,242.31071509246695,308,True,251.47967301935373
467,208.2205598878074,373,True,251.1889305010558
468,269.29469176405223,294,True,251.27293068768012
469,200.35976040244867,276,True,250.63088714923305
470,227.00877202234284,292,True,250.8003846557676
471,296.69694865054294,325,True,251.06036587644107
472,279.3621892665907,212,True,251.35884066424242
473,271.00124815380434,218,True,251.35932507297485
474,274.696488814984,258,True,251.33633804099165
475,257.2812781082541,195,True,251.37182027545302
476,266.35701712620346,162,True,251.278144520795
477,231.81864283642662,183,True,250.65284578784483
478,207.4652595219678,301,True,250.4781033839924
479,266.2075748600597,342,True,250.79740452036978
480,280.6686682562399,358,True,250.83442666530922
481,263.79464430972195,225,True,250.6291203414138
482,284.5222694843337,202,True,250.87256693295717
483,281.83996993005144,268,True,251.30748985713436
484,260.1316253244711,194,True,250.9017506451604
485,243.49108912465184,254,True,250.41779749430327
486,254.44546505996442,210,True,250.28135353927203
487,252.86168065970034,268,True,250.02120722973746
488,269.64531297834185,183,True,250.44788386151777
489,261.99370107880475,216,True,250.40762074340867
490,242.25668711573218,289,True,249.9253357912237
491,197.61209723190572,664,False,249.32137363301638
492,255.1560313924448,254,True,249.26689406787213
493,245.89185934622975,261,True,249.32251626002898
494,233.25736663072541,220,True,254.40142349461175
495,255.38280717347413,231,True,254.21167075231833
496,270.50536242040664,367,True,253.97605672206507
497,239.11292166427864,283,True,253.4779124266073
498,240.31637057238441,363,True,253.48006899156107
499,254.93077230370423,238,True,254.06089036616504
